,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,4.924,0.2,1.3411,0.01544,0.00818,-0.1728,0.5335,1.0
1,4.975,0.2,1.3471,0.01545,0.00819,-0.1728,0.5323,1.0
2,4.939,0.199,1.3427,0.01539,0.00814,-0.1728,0.5328,1.0
3,4.961,0.199,1.3455,0.01537,0.00811,-0.1728,0.5319,1.0
4,4.927,0.201,1.3421,0.01535,0.0081,-0.1729,0.5325,1.0
5,5.074,0.201,1.3591,0.0156,0.0083,-0.173,0.5307,1.0
6,4.972,0.2,1.3465,0.0155,0.00823,-0.1728,0.5328,1.0
7,5.005,0.2,1.3505,0.01549,0.00822,-0.1728,0.5318,1.0
8,4.957,0.2,1.3453,0.01537,0.00811,-0.1729,0.5319,1.0
9,4.929,0.2,1.3417,0.01543,0.00817,-0.1728,0.5333,1.0
10,5.027,0.2,1.3531,0.01553,0.00825,-0.1729,0.5315,1.0
11,5.064,0.199,1.3569,0.01559,0.0083,-0.1729,0.5312,1.0
12,4.946,0.201,1.3442,0.01539,0.00813,-0.1729,0.5324,1.0
13,4.986,0.201,1.3485,0.01551,0.00824,-0.1728,0.5324,1.0
14,5.069,0.2,1.3583,0.01557,0.00827,-0.1729,0.5307,1.0
