,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,18.03,0.199,1.5116,0.13262,0.12669,-0.0977,0.033,1.0
1,17.928,0.201,1.5096,0.13181,0.12585,-0.0978,0.0332,1.0
2,17.946,0.2,1.5097,0.13191,0.12595,-0.0977,0.0334,1.0
3,17.959,0.199,1.5106,0.13175,0.12576,-0.0975,0.0333,1.0
4,18.072,0.2,1.5124,0.13308,0.12718,-0.0977,0.0329,1.0
5,17.948,0.201,1.5098,0.13208,0.12614,-0.0979,0.0331,1.0
6,17.928,0.199,1.5098,0.13157,0.12559,-0.0977,0.0333,1.0
7,17.932,0.201,1.5097,0.13182,0.12586,-0.0978,0.0333,1.0
8,17.979,0.2,1.5111,0.13196,0.12598,-0.0975,0.0333,1.0
9,17.948,0.2,1.5098,0.1319,0.12593,-0.0977,0.0334,1.0
10,18.044,0.199,1.5119,0.13279,0.12688,-0.0978,0.0329,1.0
11,17.996,0.2,1.5109,0.13237,0.12644,-0.0978,0.0331,1.0
12,17.949,0.2,1.5102,0.13185,0.12589,-0.0977,0.0332,1.0
13,18.067,0.199,1.5124,0.13296,0.12705,-0.0977,0.0329,1.0
14,18.036,0.201,1.5115,0.13294,0.12704,-0.0979,0.0329,1.0
