,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,6.069,0.2,1.4654,0.01689,0.00965,-0.1721,0.5135,1.0
1,6.002,0.2,1.4566,0.0168,0.00957,-0.1719,0.5149,1.0
2,6.067,0.199,1.4644,0.01679,0.00959,-0.172,0.5128,1.0
3,6.074,0.2,1.4658,0.01686,0.00964,-0.1721,0.5131,1.0
4,5.979,0.201,1.4547,0.01672,0.0095,-0.1719,0.5147,1.0
5,6.057,0.199,1.4641,0.01682,0.00959,-0.1721,0.5134,1.0
6,5.979,0.2,1.4541,0.01674,0.00952,-0.1719,0.5149,1.0
7,5.987,0.201,1.4563,0.01669,0.00947,-0.172,0.5141,1.0
8,5.935,0.2,1.4486,0.01672,0.00951,-0.1718,0.516,1.0
9,6.046,0.199,1.4618,0.01685,0.00961,-0.172,0.5141,1.0
10,5.967,0.2,1.453,0.01668,0.00946,-0.1719,0.5148,1.0
11,5.939,0.201,1.4499,0.01666,0.00945,-0.1719,0.5153,1.0
12,5.972,0.201,1.4543,0.01667,0.00946,-0.172,0.5144,1.0
13,5.974,0.201,1.4544,0.01669,0.00947,-0.172,0.5145,1.0
14,5.932,0.2,1.4486,0.01666,0.00945,-0.1718,0.5156,1.0
