,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,9.941,0.201,1.7535,0.02203,0.01583,-0.145,0.4118,1.0
1,9.985,0.2,1.754,0.02207,0.0159,-0.1443,0.4098,1.0
2,10.063,0.201,1.7568,0.02233,0.01618,-0.1433,0.4075,1.0
3,10.041,0.201,1.7559,0.02222,0.01607,-0.1435,0.4078,1.0
4,9.945,0.2,1.7535,0.02203,0.01582,-0.145,0.4118,1.0
5,10.016,0.199,1.7552,0.0222,0.01603,-0.144,0.4094,1.0
6,10.011,0.2,1.7549,0.02214,0.01598,-0.144,0.409,1.0
7,9.944,0.2,1.7541,0.0221,0.01587,-0.1451,0.4124,1.0
8,9.988,0.201,1.7549,0.02219,0.016,-0.1443,0.4105,1.0
9,10.033,0.201,1.756,0.02227,0.01611,-0.1437,0.4086,1.0
10,9.959,0.2,1.7543,0.02213,0.01591,-0.1449,0.4118,1.0
11,9.981,0.2,1.7542,0.0221,0.01592,-0.1444,0.4103,1.0
12,9.945,0.199,1.7538,0.02206,0.01584,-0.1451,0.4123,1.0
13,9.952,0.201,1.7545,0.02215,0.01593,-0.145,0.4122,1.0
14,10.079,0.199,1.7573,0.02238,0.01623,-0.1432,0.4075,1.0
