,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,12.026,0.201,1.7683,0.0326,0.02681,-0.1169,0.288,1.0
1,11.963,0.2,1.7704,0.03191,0.02612,-0.1178,0.2944,1.0
2,12.063,0.201,1.7662,0.03303,0.02723,-0.1163,0.2842,1.0
3,12.051,0.2,1.7666,0.03285,0.02704,-0.1165,0.2845,1.0
4,11.965,0.199,1.7703,0.03191,0.02611,-0.1178,0.2954,1.0
5,12.032,0.2,1.768,0.03262,0.02683,-0.1168,0.2873,1.0
6,11.939,0.2,1.7711,0.03168,0.02589,-0.1181,0.2966,1.0
7,12.024,0.199,1.7686,0.03248,0.02669,-0.117,0.2885,1.0
8,12.07,0.201,1.7657,0.03312,0.02731,-0.1162,0.2834,1.0
9,11.921,0.199,1.7725,0.03144,0.02566,-0.1185,0.2992,1.0
10,11.938,0.201,1.7712,0.03171,0.02593,-0.1181,0.2969,1.0
11,12.072,0.2,1.7663,0.03308,0.02727,-0.1162,0.2849,1.0
12,11.975,0.2,1.7701,0.03206,0.02627,-0.1176,0.2956,1.0
13,11.984,0.199,1.77,0.03207,0.02628,-0.1176,0.2926,1.0
14,11.974,0.2,1.7702,0.03202,0.02623,-0.1177,0.2942,1.0
