,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,0.941,0.2,0.9146,0.01273,0.00509,-0.1775,0.6246,0.3734
1,0.996,0.199,0.9201,0.01268,0.00515,-0.1775,0.6234,0.406
2,0.926,0.201,0.9132,0.01273,0.00507,-0.1775,0.6246,0.3663
3,1.052,0.2,0.9255,0.01244,0.00524,-0.1775,0.6214,0.5123
4,0.988,0.201,0.9195,0.01264,0.00509,-0.1775,0.6218,0.3926
5,1.06,0.2,0.926,0.01235,0.00525,-0.1774,0.6209,0.5506
6,0.996,0.2,0.9202,0.01263,0.0051,-0.1774,0.6219,0.3991
7,0.969,0.2,0.9174,0.01268,0.00509,-0.1775,0.6232,0.3847
8,0.955,0.201,0.9162,0.01273,0.0051,-0.1775,0.6241,0.3794
9,0.931,0.2,0.9138,0.01278,0.00511,-0.1776,0.626,0.3723
10,0.935,0.2,0.914,0.01274,0.00509,-0.1775,0.625,0.3714
11,1.067,0.2,0.9268,0.0123,0.0052,-0.1774,0.6192,0.5423
12,1.076,0.201,0.9259,0.01212,0.00531,-0.177,0.6204,0.6591
13,1.034,0.2,0.9241,0.01255,0.00517,-0.1775,0.6212,0.4434
14,0.97,0.2,0.9176,0.01269,0.0051,-0.1775,0.6234,0.3859
