,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,16.024,0.202,254146,1.4648,0.10173,0.09553,-0.078,0.0407,1.0
1,15.945,0.203,247837,1.4633,0.10082,0.09458,-0.0777,0.0419,1.0
2,15.996,0.199,253279,1.4652,0.10109,0.09487,-0.078,0.041,1.0
3,16.021,0.202,245630,1.4631,0.10171,0.09547,-0.0776,0.0416,1.0
4,16.03,0.199,253668,1.4652,0.10154,0.09533,-0.078,0.0407,1.0
5,16.059,0.198,253030,1.4652,0.10184,0.09563,-0.078,0.0406,1.0
6,16.024,0.202,254950,1.465,0.10172,0.09553,-0.0781,0.0406,1.0
7,15.99,0.201,254834,1.4652,0.10118,0.09498,-0.078,0.0408,1.0
8,16.076,0.2,250672,1.4644,0.10224,0.09603,-0.0779,0.0407,1.0
9,16.032,0.202,245238,1.463,0.10185,0.09561,-0.0776,0.0416,1.0
