,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,17.062,0.198,245527,1.4727,0.11305,0.10705,-0.0768,0.0353,1.0
1,17.007,0.2,253598,1.4719,0.11288,0.10693,-0.0774,0.0349,1.0
2,16.974,0.198,253473,1.4718,0.11233,0.10635,-0.0774,0.0351,1.0
3,17.039,0.2,246414,1.4722,0.11298,0.10699,-0.0769,0.0354,1.0
4,16.998,0.201,254568,1.4716,0.11291,0.10696,-0.0775,0.0348,1.0
5,16.981,0.2,248083,1.4715,0.1124,0.1064,-0.077,0.0355,1.0
6,17.021,0.198,246577,1.4721,0.11264,0.10663,-0.0769,0.0354,1.0
7,17.0,0.199,253540,1.4719,0.11271,0.10675,-0.0774,0.0349,1.0
8,16.945,0.198,254226,1.4715,0.11201,0.10603,-0.0774,0.0352,1.0
9,16.981,0.201,245802,1.4714,0.1124,0.10639,-0.0769,0.0357,1.0
