,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,15.02,0.198,254493,1.4746,0.08729,0.08083,-0.0784,0.0488,1.0
1,15.066,0.2,246964,1.4706,0.08844,0.08197,-0.0781,0.0494,1.0
2,15.022,0.201,246358,1.4707,0.08792,0.08144,-0.0781,0.0499,1.0
3,15.035,0.199,250284,1.4725,0.08777,0.0813,-0.0782,0.0492,1.0
4,15.0,0.201,253261,1.4737,0.08733,0.08088,-0.0784,0.0491,1.0
5,15.012,0.201,253334,1.4736,0.0875,0.08105,-0.0784,0.049,1.0
6,15.024,0.202,254928,1.4737,0.08773,0.08129,-0.0784,0.0487,1.0
7,15.059,0.201,250303,1.4717,0.08832,0.08187,-0.0782,0.049,1.0
8,14.977,0.202,249216,1.4722,0.08724,0.08077,-0.0782,0.05,1.0
9,15.066,0.201,253508,1.4728,0.08831,0.08187,-0.0783,0.0485,1.0
