,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,19.994,0.2,248419,1.4761,0.153,0.14843,-0.0873,0.0255,1.0
1,19.954,0.197,249192,1.479,0.15154,0.14693,-0.0865,0.0255,1.0
2,20.011,0.198,248527,1.1462,0.13815,0.13426,-0.0584,0.0301,1.0
3,19.954,0.201,250771,1.4769,0.15242,0.14785,-0.0871,0.0254,1.0
4,20.071,0.2,252567,1.4737,0.15483,0.15036,-0.0885,0.0251,1.0
5,20.005,0.202,250510,1.4747,0.15374,0.14922,-0.0878,0.0253,1.0
6,19.999,0.197,249475,1.4775,0.15254,0.14797,-0.0871,0.0254,1.0
7,19.988,0.197,249869,1.4778,0.15234,0.14775,-0.087,0.0253,1.0
8,20.08,0.2,245811,1.4733,0.15479,0.15028,-0.0881,0.0255,1.0
9,19.97,0.2,248360,1.477,0.15246,0.14788,-0.087,0.0255,1.0
