,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,5.96,0.2,248802,1.3497,0.01563,0.00857,-0.148,0.5117,1.0
1,5.954,0.2,253898,1.3487,0.01548,0.00848,-0.1479,0.5103,1.0
2,6.072,0.201,251190,1.3602,0.0157,0.00873,-0.1475,0.5083,1.0
3,5.931,0.198,247918,1.3453,0.01558,0.00854,-0.1478,0.5126,1.0
4,6.059,0.2,253169,1.3584,0.01562,0.00866,-0.1475,0.5081,1.0
5,6.042,0.203,250142,1.3581,0.01571,0.00871,-0.1477,0.5092,1.0
6,5.945,0.199,245092,1.3467,0.01568,0.00863,-0.1478,0.513,1.0
7,6.018,0.202,247665,1.3563,0.01575,0.0087,-0.1479,0.5106,1.0
8,5.924,0.198,249596,1.3448,0.01553,0.00849,-0.1479,0.5123,1.0
9,6.057,0.198,245683,1.3592,0.01583,0.00877,-0.1478,0.5106,1.0
