,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,14.045,0.2,245883,1.4922,0.07263,0.06586,-0.0791,0.0621,1.0
1,14.054,0.201,248954,1.4938,0.07262,0.06589,-0.0792,0.0612,1.0
2,14.068,0.199,246566,1.4927,0.0728,0.06605,-0.0791,0.0616,1.0
3,13.999,0.201,250004,1.4952,0.07177,0.06501,-0.0793,0.0619,1.0
4,14.013,0.201,251703,1.496,0.07185,0.06512,-0.0793,0.0613,1.0
5,14.041,0.198,249454,1.4951,0.07212,0.06537,-0.0792,0.0614,1.0
6,13.946,0.199,252528,1.4979,0.07066,0.06388,-0.0795,0.0623,1.0
7,14.06,0.203,252890,1.4955,0.07266,0.06596,-0.0793,0.0602,1.0
8,14.076,0.203,250373,1.4938,0.07304,0.06633,-0.0792,0.0605,1.0
9,13.933,0.201,245309,1.4959,0.07082,0.06403,-0.0793,0.0639,1.0
