,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,6.044,0.2,1.2489,0.01467,0.00789,-0.1226,0.4997,1.0
1,6.022,0.2,1.2467,0.01458,0.00782,-0.1226,0.4996,1.0
2,6.022,0.2,1.2467,0.01464,0.00787,-0.1226,0.5004,1.0
3,5.988,0.199,1.243,0.01461,0.00783,-0.1227,0.5015,1.0
4,5.929,0.2,1.2373,0.01456,0.00777,-0.1229,0.5034,1.0
5,6.04,0.201,1.2488,0.01457,0.00782,-0.1226,0.4986,1.0
6,6.01,0.2,1.2454,0.01452,0.00777,-0.1226,0.4995,1.0
7,5.984,0.199,1.2425,0.01452,0.00776,-0.1227,0.5006,1.0
8,5.962,0.2,1.2406,0.01458,0.0078,-0.1228,0.5021,1.0
9,5.935,0.2,1.2377,0.01445,0.00769,-0.1228,0.5018,1.0
10,6.031,0.2,1.2476,0.0146,0.00784,-0.1226,0.4995,1.0
11,5.974,0.199,1.2415,0.01448,0.00773,-0.1227,0.5006,1.0
12,5.925,0.201,1.2371,0.01454,0.00775,-0.1229,0.5031,1.0
13,5.977,0.2,1.2421,0.01454,0.00777,-0.1227,0.501,1.0
14,6.063,0.199,1.2507,0.01463,0.00787,-0.1225,0.4987,1.0
