,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,19.952,0.199,1.3632,0.16314,0.15931,-0.0814,0.0269,1.0
1,19.943,0.201,1.3655,0.16266,0.15881,-0.081,0.0267,1.0
2,20.033,0.199,1.3641,0.16427,0.16045,-0.0821,0.0266,1.0
3,20.05,0.201,1.3681,0.1638,0.15995,-0.0818,0.0263,1.0
4,19.984,0.201,1.3721,0.16178,0.15788,-0.0804,0.0263,1.0
5,19.923,0.199,1.3785,0.15911,0.15514,-0.0787,0.0263,1.0
6,20.058,0.2,1.362,0.16528,0.16149,-0.0828,0.0266,1.0
7,20.009,0.201,1.3663,0.16355,0.15971,-0.0816,0.0265,1.0
8,19.99,0.199,1.3694,0.16231,0.15843,-0.0808,0.0265,1.0
9,19.97,0.199,1.367,0.16255,0.15869,-0.0809,0.0267,1.0
10,19.999,0.199,1.3706,0.16219,0.1583,-0.0807,0.0264,1.0
11,19.997,0.199,1.364,0.16368,0.15985,-0.0817,0.0267,1.0
12,19.927,0.199,1.3761,0.15973,0.15578,-0.0791,0.0264,1.0
13,19.933,0.2,1.3629,0.163,0.15916,-0.0813,0.0269,1.0
14,19.987,0.199,1.362,0.164,0.16018,-0.0819,0.0268,1.0
