,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,12.008,0.199,1.4625,0.04167,0.03438,-0.0662,0.0799,1.0
1,11.977,0.199,1.4639,0.04122,0.03394,-0.0665,0.0801,1.0
2,11.96,0.2,1.4636,0.04112,0.03383,-0.0665,0.0809,1.0
3,11.957,0.2,1.4637,0.04109,0.0338,-0.0665,0.0813,1.0
4,11.95,0.201,1.4638,0.04105,0.03376,-0.0665,0.0812,1.0
5,11.923,0.199,1.4657,0.04051,0.03322,-0.0668,0.0817,1.0
6,12.012,0.2,1.4623,0.04178,0.0345,-0.0661,0.0798,1.0
7,11.999,0.2,1.4619,0.04168,0.03438,-0.0662,0.0803,1.0
8,12.03,0.2,1.4623,0.04197,0.03469,-0.066,0.0793,1.0
9,11.994,0.201,1.4634,0.04153,0.03426,-0.0663,0.0796,1.0
10,11.934,0.199,1.4652,0.04067,0.03338,-0.0668,0.0814,1.0
11,12.009,0.201,1.4625,0.04177,0.0345,-0.0661,0.0796,1.0
12,11.929,0.2,1.465,0.04068,0.03339,-0.0667,0.0821,1.0
13,11.975,0.199,1.4642,0.04118,0.03389,-0.0665,0.08,1.0
14,12.04,0.2,1.4635,0.04195,0.0347,-0.0661,0.0782,1.0
