,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,9.069,0.2,1.4916,0.018,0.0117,-0.103,0.3562,1.0
1,9.066,0.199,1.4914,0.01798,0.01168,-0.103,0.3566,1.0
2,9.057,0.2,1.4913,0.01806,0.01175,-0.1032,0.3586,1.0
3,8.921,0.2,1.4845,0.01775,0.01141,-0.1047,0.3669,1.0
4,8.969,0.201,1.487,0.01789,0.01155,-0.1041,0.3644,1.0
5,9.074,0.2,1.4919,0.01805,0.01174,-0.1029,0.3565,1.0
6,9.059,0.2,1.4914,0.01809,0.01177,-0.1031,0.3589,1.0
7,8.979,0.2,1.4874,0.01784,0.01152,-0.104,0.3631,1.0
8,8.962,0.2,1.4864,0.01785,0.01151,-0.1042,0.3648,1.0
9,8.972,0.201,1.4872,0.01783,0.01151,-0.1041,0.3632,1.0
10,8.959,0.2,1.4863,0.01791,0.01155,-0.1043,0.366,1.0
11,8.966,0.2,1.4866,0.01788,0.01153,-0.1042,0.3649,1.0
12,8.937,0.2,1.4852,0.01781,0.01147,-0.1045,0.3665,1.0
13,9.042,0.201,1.4907,0.01797,0.01167,-0.1033,0.3584,1.0
14,8.98,0.2,1.4874,0.01788,0.01155,-0.104,0.3636,1.0
