,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,5.005,0.2,1.1401,0.01354,0.00667,-0.1245,0.5286,1.0
1,4.985,0.2,1.1379,0.01351,0.00664,-0.1245,0.529,1.0
2,5.036,0.2,1.1437,0.01353,0.00665,-0.1245,0.5273,1.0
3,4.953,0.199,1.1342,0.01341,0.00656,-0.1245,0.5291,1.0
4,4.932,0.2,1.1321,0.01347,0.00661,-0.1246,0.5306,1.0
5,4.92,0.199,1.1306,0.01337,0.00653,-0.1245,0.5299,1.0
6,4.99,0.199,1.1382,0.01352,0.00665,-0.1245,0.5291,1.0
7,4.976,0.2,1.137,0.01346,0.0066,-0.1245,0.5287,1.0
8,5.053,0.2,1.1454,0.01362,0.00673,-0.1245,0.5278,1.0
9,5.044,0.201,1.1449,0.01355,0.00666,-0.1245,0.527,1.0
10,5.057,0.2,1.146,0.01359,0.0067,-0.1245,0.5272,1.0
11,5.028,0.199,1.1423,0.01359,0.0067,-0.1245,0.5285,1.0
12,5.068,0.2,1.1473,0.01359,0.00671,-0.1245,0.5268,1.0
13,5.054,0.199,1.1455,0.01354,0.00666,-0.1245,0.5268,1.0
14,4.986,0.201,1.1382,0.01354,0.00666,-0.1245,0.5292,1.0
