,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,6.928,0.199,1.3344,0.01547,0.00881,-0.1194,0.4675,1.0
1,6.993,0.2,1.3405,0.01557,0.00889,-0.1191,0.465,1.0
2,7.032,0.201,1.3445,0.01563,0.00894,-0.119,0.4634,1.0
3,6.997,0.201,1.3412,0.01548,0.00881,-0.1191,0.4635,1.0
4,6.938,0.2,1.3356,0.01555,0.00888,-0.1194,0.4678,1.0
5,7.069,0.201,1.3482,0.01567,0.00895,-0.1189,0.4617,1.0
6,6.976,0.2,1.339,0.01559,0.00891,-0.1192,0.4661,1.0
7,6.955,0.2,1.3371,0.01556,0.00889,-0.1193,0.467,1.0
8,7.037,0.2,1.3448,0.01554,0.00884,-0.1189,0.4622,1.0
9,6.961,0.2,1.3376,0.01557,0.0089,-0.1193,0.4667,1.0
10,7.008,0.2,1.3419,0.01552,0.00884,-0.119,0.4636,1.0
11,7.01,0.199,1.3418,0.01548,0.00881,-0.119,0.4632,1.0
12,7.012,0.199,1.342,0.01558,0.0089,-0.119,0.4643,1.0
13,7.065,0.2,1.3474,0.01567,0.00895,-0.1189,0.4621,1.0
14,6.937,0.201,1.3358,0.01552,0.00886,-0.1194,0.4673,1.0
