,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,2.077,0.199,0.8213,0.01086,0.00439,-0.1277,0.6155,1.0
1,2.079,0.201,0.8218,0.0108,0.00435,-0.1277,0.6138,1.0
2,1.98,0.201,0.8112,0.01077,0.00432,-0.1279,0.6184,1.0
3,2.072,0.2,0.8209,0.01079,0.00435,-0.1277,0.6142,1.0
4,2.055,0.199,0.8189,0.01077,0.00433,-0.1277,0.6147,1.0
5,1.938,0.201,0.8067,0.0107,0.00428,-0.1279,0.6194,1.0
6,2.008,0.201,0.8141,0.01074,0.00432,-0.1278,0.6164,1.0
7,1.95,0.199,0.8076,0.01069,0.00428,-0.1279,0.6189,1.0
8,1.93,0.2,0.8057,0.01071,0.00428,-0.1279,0.6201,1.0
9,1.958,0.2,0.8087,0.01072,0.00429,-0.1279,0.6189,1.0
10,1.963,0.201,0.8095,0.01079,0.00433,-0.1279,0.6198,1.0
11,2.046,0.199,0.818,0.01082,0.00436,-0.1278,0.6162,1.0
12,2.031,0.199,0.8163,0.01075,0.00432,-0.1278,0.6156,1.0
13,1.956,0.2,0.8086,0.01076,0.00431,-0.1279,0.6198,1.0
14,2.029,0.2,0.8163,0.01076,0.00433,-0.1278,0.6159,1.0
