,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,15.963,0.2,1.4347,0.09146,0.08513,-0.0558,0.0364,1.0
1,16.015,0.2,1.4359,0.09179,0.08546,-0.0554,0.0361,1.0
2,16.016,0.199,1.4357,0.09191,0.08561,-0.0557,0.036,1.0
3,15.992,0.2,1.4356,0.0916,0.08527,-0.0556,0.0361,1.0
4,16.062,0.201,1.4358,0.09257,0.0863,-0.0555,0.0359,1.0
5,16.044,0.201,1.4358,0.09224,0.08593,-0.0554,0.0361,1.0
6,15.943,0.2,1.4351,0.09109,0.08475,-0.0557,0.0362,1.0
7,15.959,0.2,1.4343,0.09151,0.08519,-0.0559,0.0365,1.0
8,16.003,0.2,1.4359,0.09161,0.08526,-0.0553,0.0362,1.0
9,15.999,0.201,1.4353,0.09182,0.0855,-0.0556,0.0361,1.0
10,16.07,0.2,1.436,0.09256,0.08627,-0.0555,0.0359,1.0
11,16.065,0.201,1.4358,0.09255,0.08626,-0.0554,0.036,1.0
12,15.928,0.2,1.4337,0.09129,0.08498,-0.0561,0.0367,1.0
13,16.051,0.199,1.4359,0.09235,0.08608,-0.0557,0.0359,1.0
14,16.016,0.199,1.4361,0.09168,0.08533,-0.0553,0.0362,1.0
