,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,12.975,0.197,254119,1.8587,0.04125,0.03582,-0.1301,0.2982,1.0
1,12.971,0.199,246123,1.8601,0.04126,0.03586,-0.1301,0.303,1.0
2,12.935,0.199,245114,1.8624,0.04075,0.03537,-0.1305,0.3071,1.0
3,13.047,0.201,248973,1.8546,0.04251,0.0371,-0.129,0.2937,1.0
4,13.0,0.203,249809,1.8567,0.04199,0.03658,-0.1295,0.2978,1.0
5,13.062,0.2,250127,1.8536,0.04267,0.03726,-0.1289,0.2914,1.0
6,12.967,0.199,250025,1.8596,0.04123,0.03583,-0.1301,0.3009,1.0
7,12.991,0.201,254007,1.8574,0.04173,0.03632,-0.1298,0.2957,1.0
8,12.991,0.197,245892,1.859,0.04142,0.03602,-0.1299,0.3017,1.0
9,13.056,0.199,254717,1.8533,0.04257,0.03714,-0.1291,0.2889,1.0
