,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,5.971,0.199,250505,1.5537,0.01794,0.01051,-0.1954,0.516,1.0
1,5.975,0.198,254828,1.5541,0.01782,0.01042,-0.1954,0.5149,1.0
2,5.953,0.198,251252,1.5513,0.01787,0.01045,-0.1954,0.5161,1.0
3,6.001,0.199,251942,1.5579,0.01796,0.01053,-0.1956,0.5153,1.0
4,5.947,0.198,247234,1.5491,0.01798,0.01056,-0.1951,0.5172,1.0
5,6.018,0.201,254939,1.5582,0.0179,0.01054,-0.1952,0.5141,1.0
6,6.0,0.199,246814,1.5558,0.01808,0.01065,-0.1953,0.5166,1.0
7,6.032,0.203,251479,1.5614,0.01805,0.01065,-0.1955,0.5148,1.0
8,6.05,0.198,253374,1.5609,0.01797,0.01059,-0.1952,0.5143,1.0
9,5.941,0.198,253674,1.5509,0.0178,0.01038,-0.1956,0.5157,1.0
