,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,4.02,0.201,253949,1.3457,0.01535,0.00798,-0.1968,0.5444,1.0
1,4.025,0.202,250700,1.3471,0.01545,0.00804,-0.1969,0.5453,1.0
2,3.953,0.201,245185,1.3404,0.0155,0.00802,-0.1973,0.5482,1.0
3,3.983,0.201,249057,1.3433,0.01544,0.008,-0.1971,0.5466,1.0
4,3.951,0.198,250601,1.3392,0.01534,0.00791,-0.1971,0.5468,1.0
5,4.073,0.199,250549,1.3511,0.01549,0.00808,-0.1968,0.5447,1.0
6,3.974,0.199,245200,1.3424,0.01552,0.00802,-0.1972,0.548,1.0
7,3.92,0.202,252477,1.3366,0.01528,0.00787,-0.1971,0.5465,1.0
8,3.943,0.197,247530,1.3385,0.01541,0.00793,-0.1972,0.5479,1.0
9,3.94,0.199,249051,1.3389,0.01538,0.00792,-0.1973,0.5474,1.0
