,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,1.989,0.198,250599,1.1243,0.0132,0.00633,-0.1979,0.5834,1.0
1,2.032,0.201,249434,1.1299,0.01328,0.00638,-0.198,0.5827,1.0
2,1.999,0.202,246173,1.1261,0.01333,0.00643,-0.198,0.5843,1.0
3,1.94,0.198,251854,1.1188,0.01312,0.0063,-0.1978,0.584,1.0
4,1.956,0.197,254897,1.1206,0.01307,0.00624,-0.1978,0.5829,1.0
5,2.0,0.202,245877,1.1262,0.01333,0.00644,-0.198,0.5844,1.0
6,1.954,0.199,247559,1.1204,0.01324,0.00638,-0.1979,0.585,1.0
7,2.061,0.2,246244,1.1327,0.01338,0.00645,-0.1979,0.5832,1.0
8,1.941,0.201,246477,1.1194,0.01326,0.00641,-0.198,0.5855,1.0
9,2.049,0.2,247751,1.1315,0.01333,0.00642,-0.1979,0.583,1.0
