,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,14.021,0.199,247272,1.7574,0.06233,0.05658,-0.1187,0.1937,1.0
1,13.924,0.197,251066,1.7681,0.05993,0.0542,-0.1196,0.2008,1.0
2,14.052,0.2,252491,1.7514,0.06346,0.05769,-0.1186,0.1867,1.0
3,13.931,0.198,252444,1.7664,0.06026,0.05453,-0.1195,0.1993,1.0
4,14.048,0.198,250531,1.7533,0.06305,0.05728,-0.1186,0.1886,1.0
5,13.948,0.202,248572,1.7647,0.0609,0.05518,-0.1192,0.1998,1.0
6,13.938,0.202,250056,1.7653,0.06072,0.055,-0.1193,0.1997,1.0
7,14.07,0.2,246894,1.7513,0.06364,0.05788,-0.1183,0.1887,1.0
8,13.946,0.201,249525,1.7647,0.06081,0.05508,-0.1193,0.1994,1.0
9,13.949,0.199,252415,1.7639,0.06081,0.05507,-0.1194,0.1977,1.0
