,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,10.931,0.198,246384,1.8816,0.02657,0.02058,-0.157,0.4096,1.0
1,11.056,0.198,248433,1.886,0.02683,0.02085,-0.1556,0.4052,1.0
2,11.069,0.202,254919,1.8876,0.02672,0.02076,-0.1553,0.403,1.0
3,11.042,0.199,251766,1.8861,0.02667,0.02068,-0.1557,0.4047,1.0
4,11.045,0.198,251239,1.8859,0.02668,0.0207,-0.1557,0.4048,1.0
5,10.987,0.198,247958,1.8828,0.02668,0.02071,-0.1563,0.4074,1.0
6,10.957,0.2,246878,1.8823,0.02669,0.02071,-0.1565,0.4084,1.0
7,11.025,0.197,247953,1.8842,0.02676,0.02077,-0.1559,0.4063,1.0
8,11.022,0.199,252222,1.885,0.02661,0.02063,-0.1559,0.4052,1.0
9,11.075,0.199,246525,1.8868,0.02697,0.02099,-0.1553,0.405,1.0
