,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,7.041,0.2,254368,1.6642,0.0194,0.01218,-0.194,0.4996,1.0
1,6.945,0.202,246737,1.6498,0.01952,0.0123,-0.1933,0.5025,1.0
2,7.021,0.201,253695,1.6617,0.01939,0.01216,-0.1939,0.4999,1.0
3,6.97,0.201,251115,1.654,0.01938,0.01216,-0.1935,0.5012,1.0
4,7.073,0.201,254791,1.6674,0.01946,0.01225,-0.1939,0.499,1.0
5,6.992,0.2,251577,1.6565,0.01939,0.01217,-0.1936,0.5008,1.0
6,6.991,0.2,246881,1.6545,0.01957,0.01234,-0.1933,0.5019,1.0
7,7.007,0.198,249109,1.6565,0.01948,0.01226,-0.1934,0.5013,1.0
8,7.038,0.2,246663,1.66,0.01965,0.01242,-0.1934,0.5014,1.0
9,7.046,0.199,248070,1.6612,0.01959,0.01237,-0.1935,0.501,1.0
