,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,16.921,0.202,245407,1.536,0.12816,0.12211,-0.1159,0.0487,1.0
1,16.933,0.2,248296,1.5374,0.128,0.12197,-0.1159,0.0481,1.0
2,16.987,0.202,251766,1.5378,0.12886,0.12288,-0.1161,0.0467,1.0
3,17.073,0.199,245759,1.5357,0.13003,0.12402,-0.1161,0.0466,1.0
4,16.953,0.201,249090,1.5374,0.12836,0.12235,-0.116,0.0476,1.0
5,16.921,0.199,254680,1.5399,0.12747,0.12147,-0.1159,0.0472,1.0
6,17.048,0.201,245003,1.5354,0.12987,0.12387,-0.1161,0.0471,1.0
7,17.026,0.201,246879,1.5362,0.12949,0.12349,-0.1161,0.0471,1.0
8,17.03,0.197,249132,1.5374,0.12909,0.12309,-0.116,0.0467,1.0
9,17.067,0.199,253596,1.5379,0.12972,0.12375,-0.1162,0.0455,1.0
