,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,10.067,0.198,250730,1.8777,0.02392,0.01757,-0.1717,0.4367,1.0
1,9.999,0.203,250887,1.8741,0.02395,0.01764,-0.172,0.4386,1.0
2,10.023,0.201,250798,1.8751,0.02394,0.01762,-0.1719,0.438,1.0
3,9.961,0.201,252274,1.8713,0.02382,0.01751,-0.1724,0.4395,1.0
4,10.017,0.201,248476,1.8744,0.02406,0.01773,-0.1719,0.4387,1.0
5,9.964,0.199,245409,1.8713,0.02414,0.01782,-0.1727,0.4413,1.0
6,10.059,0.2,250456,1.8776,0.02396,0.01762,-0.1717,0.4369,1.0
7,10.013,0.203,245340,1.8744,0.02426,0.01793,-0.1719,0.4396,1.0
8,9.924,0.201,248516,1.8699,0.02398,0.01766,-0.173,0.4416,1.0
9,10.057,0.203,248896,1.878,0.02409,0.01775,-0.1716,0.4372,1.0
