,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,12.046,0.198,249120,1.8875,0.03203,0.02652,-0.142,0.3655,1.0
1,12.046,0.198,245785,1.8874,0.03211,0.02659,-0.142,0.3668,1.0
2,11.972,0.202,252594,1.8883,0.03159,0.02608,-0.1428,0.3676,1.0
3,12.006,0.199,247913,1.888,0.03181,0.02628,-0.1425,0.368,1.0
4,11.978,0.202,246122,1.8883,0.03177,0.02622,-0.1427,0.3698,1.0
5,12.046,0.203,248172,1.8874,0.03226,0.02676,-0.1417,0.3654,1.0
6,11.986,0.2,246777,1.8881,0.03174,0.02619,-0.1427,0.3693,1.0
7,12.041,0.202,252960,1.8877,0.03206,0.02657,-0.1419,0.3639,1.0
8,11.979,0.198,251784,1.8883,0.0315,0.02597,-0.1429,0.368,1.0
9,12.041,0.198,248396,1.8876,0.03201,0.0265,-0.1421,0.3661,1.0
