,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,18.04,0.198,245207,1.5347,0.14276,0.13691,-0.118,0.0372,1.0
1,17.921,0.199,251710,1.5347,0.14143,0.13559,-0.118,0.0374,1.0
2,18.0,0.198,248042,1.5348,0.14229,0.13644,-0.118,0.0372,1.0
3,18.041,0.198,247383,1.535,0.14278,0.13693,-0.1181,0.037,1.0
4,18.014,0.201,254143,1.5353,0.14274,0.13692,-0.1183,0.0365,1.0
5,17.939,0.198,252406,1.5349,0.14156,0.13572,-0.118,0.0373,1.0
6,18.046,0.199,247987,1.535,0.14293,0.13708,-0.1181,0.0369,1.0
7,18.066,0.198,252584,1.5356,0.1431,0.13726,-0.1183,0.0363,1.0
8,18.079,0.203,246856,1.5349,0.14366,0.13782,-0.1183,0.0367,1.0
9,17.958,0.197,247660,1.5345,0.1417,0.13585,-0.1179,0.0376,1.0
