,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,4.067,0.201,1.4457,0.01668,0.00918,-0.2188,0.5401,1.0
1,4.017,0.201,1.4404,0.01656,0.00908,-0.2188,0.5402,1.0
2,3.977,0.2,1.4361,0.01662,0.00911,-0.2188,0.5419,1.0
3,4.077,0.199,1.4462,0.01671,0.00919,-0.2187,0.5403,1.0
4,4.068,0.2,1.4456,0.01663,0.00913,-0.2187,0.5397,1.0
5,3.928,0.2,1.4311,0.01658,0.00908,-0.2189,0.5429,1.0
6,4.031,0.199,1.4414,0.01664,0.00914,-0.2187,0.5409,1.0
7,4.026,0.201,1.4414,0.01663,0.00913,-0.2188,0.5406,1.0
8,3.924,0.2,1.4305,0.01651,0.00902,-0.2189,0.5423,1.0
9,3.939,0.201,1.4323,0.01651,0.00903,-0.2189,0.5418,1.0
10,4.018,0.2,1.4403,0.01664,0.00914,-0.2188,0.541,1.0
11,4.02,0.201,1.4408,0.01664,0.00914,-0.2188,0.5409,1.0
12,4.057,0.201,1.4447,0.01662,0.00913,-0.2187,0.5398,1.0
13,3.97,0.2,1.4353,0.01659,0.0091,-0.2188,0.5419,1.0
14,3.955,0.201,1.434,0.01658,0.00909,-0.2189,0.5421,1.0
