,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,5.019,0.2,1.5449,0.01797,0.01042,-0.2179,0.5275,1.0
1,4.943,0.199,1.5377,0.01791,0.01033,-0.2181,0.5291,1.0
2,5.0,0.199,1.543,0.01797,0.01041,-0.218,0.5282,1.0
3,4.999,0.201,1.5432,0.01793,0.01039,-0.2179,0.5275,1.0
4,5.076,0.199,1.5502,0.01801,0.01047,-0.2177,0.5265,1.0
5,4.977,0.2,1.5413,0.01798,0.01041,-0.2181,0.5288,1.0
6,5.014,0.201,1.5445,0.01792,0.01039,-0.2179,0.5271,1.0
7,5.046,0.2,1.5478,0.01806,0.0105,-0.2179,0.5276,1.0
8,5.055,0.2,1.5487,0.0181,0.01053,-0.2179,0.5277,1.0
9,4.989,0.2,1.5419,0.01791,0.01036,-0.2179,0.5278,1.0
10,5.013,0.201,1.5445,0.01796,0.01041,-0.2179,0.5274,1.0
11,5.037,0.201,1.5473,0.01809,0.01052,-0.218,0.5279,1.0
12,4.933,0.201,1.5366,0.01781,0.01027,-0.218,0.5282,1.0
13,4.956,0.199,1.5387,0.01788,0.01032,-0.218,0.5285,1.0
14,4.984,0.199,1.5412,0.0179,0.01035,-0.2179,0.5279,1.0
