,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,6.97,0.199,1.7454,0.02081,0.01341,-0.2157,0.5029,1.0
1,7.077,0.2,1.7595,0.02105,0.01363,-0.2162,0.5019,1.0
2,7.078,0.199,1.7564,0.02117,0.01375,-0.2157,0.5028,1.0
3,6.981,0.2,1.7468,0.02087,0.01346,-0.2158,0.5029,1.0
4,7.077,0.199,1.7562,0.02117,0.01376,-0.2157,0.5028,1.0
5,7.067,0.199,1.7559,0.0211,0.01369,-0.2158,0.5026,1.0
6,6.923,0.2,1.7392,0.02081,0.01341,-0.2155,0.5037,1.0
7,7.06,0.199,1.7573,0.02097,0.01355,-0.2162,0.5019,1.0
8,6.999,0.201,1.7488,0.02096,0.01355,-0.2157,0.5029,1.0
9,7.015,0.201,1.7495,0.02108,0.01367,-0.2156,0.5033,1.0
10,6.949,0.201,1.742,0.02092,0.01352,-0.2155,0.5037,1.0
11,7.01,0.199,1.7489,0.02098,0.01358,-0.2156,0.5031,1.0
12,6.968,0.199,1.743,0.02097,0.01357,-0.2154,0.5038,1.0
13,7.032,0.2,1.7537,0.02095,0.01353,-0.216,0.5023,1.0
14,6.956,0.199,1.7436,0.02079,0.01339,-0.2157,0.5031,1.0
