,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,3.946,0.2,0.5458,0.01134,0.00485,-0.015,0.364,1.0
1,3.986,0.201,0.5494,0.01139,0.00486,-0.0148,0.3583,1.0
2,3.927,0.201,0.5442,0.01132,0.00484,-0.0151,0.3665,1.0
3,3.97,0.199,0.5478,0.01135,0.00485,-0.0149,0.3605,1.0
4,4.048,0.2,0.555,0.01143,0.00489,-0.0146,0.3492,1.0
5,3.94,0.2,0.5453,0.01129,0.00482,-0.015,0.3629,1.0
6,4.01,0.201,0.5517,0.0114,0.00487,-0.0147,0.3547,1.0
7,3.924,0.2,0.5439,0.01126,0.00481,-0.0151,0.3646,1.0
8,4.026,0.201,0.5531,0.01142,0.00488,-0.0147,0.3525,1.0
9,4.059,0.199,0.5559,0.01144,0.00489,-0.0146,0.348,1.0
10,3.977,0.2,0.5486,0.01133,0.00483,-0.0149,0.3575,1.0
11,4.051,0.2,0.5553,0.01143,0.00489,-0.0146,0.3485,1.0
12,4.025,0.2,0.5529,0.01141,0.00488,-0.0147,0.3526,1.0
13,3.923,0.2,0.5437,0.01131,0.00484,-0.0151,0.3672,1.0
14,3.995,0.2,0.5502,0.01137,0.00485,-0.0148,0.3562,1.0
