,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,19.972,0.199,0.5423,0.20545,0.20225,-0.0301,0.036,1.0
1,19.928,0.201,0.5415,0.20504,0.20183,-0.0299,0.0363,1.0
2,20.042,0.201,0.5434,0.20627,0.20306,-0.0305,0.0359,1.0
3,19.997,0.199,0.5425,0.20577,0.20255,-0.0302,0.0362,1.0
4,19.93,0.199,0.5415,0.20505,0.20184,-0.0299,0.0364,1.0
5,20.02,0.2,0.5431,0.20597,0.20277,-0.0303,0.0358,1.0
6,19.972,0.199,0.5422,0.20545,0.20225,-0.0301,0.0361,1.0
7,20.034,0.2,0.5436,0.20604,0.20285,-0.0304,0.0355,1.0
8,19.933,0.199,0.5415,0.20509,0.20187,-0.0299,0.0365,1.0
9,20.079,0.2,0.5443,0.20653,0.20334,-0.0306,0.0355,1.0
10,20.067,0.2,0.544,0.20642,0.20323,-0.0305,0.0356,1.0
11,20.046,0.201,0.5436,0.20624,0.20304,-0.0305,0.0357,1.0
12,20.044,0.199,0.5433,0.20628,0.20306,-0.0305,0.036,1.0
13,19.979,0.199,0.5422,0.20558,0.20237,-0.0301,0.0363,1.0
14,20.029,0.201,0.5436,0.20601,0.20282,-0.0304,0.0355,1.0
