,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,8.025,0.2,0.8697,0.02059,0.01288,0.0099,0.0627,1.0
1,7.92,0.2,0.8635,0.01986,0.01222,0.009,0.064,1.0
2,7.923,0.2,0.8637,0.01986,0.01222,0.009,0.0638,1.0
3,7.939,0.201,0.8648,0.01997,0.01233,0.0092,0.0635,1.0
4,7.99,0.201,0.8675,0.02037,0.01268,0.0096,0.0627,1.0
5,8.023,0.199,0.8695,0.02055,0.01284,0.0098,0.0627,1.0
6,7.958,0.199,0.8657,0.02006,0.0124,0.0093,0.0632,1.0
7,7.974,0.201,0.8668,0.02022,0.01255,0.0095,0.0631,1.0
8,8.014,0.2,0.8691,0.02048,0.01278,0.0098,0.0626,1.0
9,8.024,0.201,0.8698,0.02059,0.01288,0.0099,0.0626,1.0
10,8.018,0.2,0.8692,0.02056,0.01285,0.0099,0.0627,1.0
11,8.072,0.199,0.8738,0.02064,0.01298,0.0101,0.0621,1.0
12,8.076,0.199,0.8747,0.02053,0.0129,0.0101,0.0618,1.0
13,7.97,0.199,0.8663,0.02015,0.01248,0.0094,0.0631,1.0
14,7.97,0.2,0.8666,0.02018,0.01251,0.0094,0.0636,1.0
