,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,14.038,0.201,0.7216,0.14195,0.13839,-0.0129,0.0465,1.0
1,14.041,0.2,0.7216,0.14202,0.13846,-0.0129,0.0465,1.0
2,13.972,0.199,0.7162,0.14185,0.13829,-0.0134,0.0455,1.0
3,13.936,0.199,0.7158,0.14126,0.13769,-0.0132,0.0455,1.0
4,13.941,0.2,0.717,0.14099,0.1374,-0.013,0.0455,1.0
5,13.94,0.199,0.7145,0.14174,0.13818,-0.0135,0.0454,1.0
6,14.034,0.201,0.7167,0.14301,0.13945,-0.0137,0.0456,1.0
7,14.071,0.199,0.7183,0.14322,0.13967,-0.0136,0.0457,1.0
8,14.033,0.201,0.7214,0.14192,0.13836,-0.0129,0.0465,1.0
9,14.074,0.2,0.7224,0.14241,0.13886,-0.013,0.0464,1.0
10,13.995,0.2,0.7203,0.14153,0.13797,-0.0129,0.0466,1.0
11,13.942,0.201,0.7185,0.14107,0.13751,-0.0129,0.0467,1.0
12,14.003,0.201,0.7202,0.14172,0.13816,-0.013,0.0466,1.0
13,14.072,0.201,0.7226,0.1423,0.13874,-0.0129,0.0464,1.0
14,14.018,0.201,0.7213,0.14166,0.13809,-0.0128,0.0465,1.0
