,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,10.022,0.201,1.0213,0.02922,0.02231,0.0216,0.0432,1.0
1,9.988,0.199,1.0189,0.02904,0.02209,0.0213,0.0436,1.0
2,9.98,0.2,1.0182,0.02916,0.0222,0.0213,0.0438,1.0
3,9.97,0.199,1.018,0.02878,0.02183,0.0212,0.0435,1.0
4,9.967,0.2,1.0178,0.02884,0.0219,0.0212,0.0435,1.0
5,10.064,0.201,1.0242,0.02937,0.02249,0.0219,0.0429,1.0
6,10.034,0.2,1.0222,0.02918,0.02228,0.0216,0.0431,1.0
7,9.965,0.2,1.0175,0.02894,0.02198,0.0212,0.0437,1.0
8,10.049,0.2,1.0227,0.02951,0.02261,0.0218,0.0433,1.0
9,10.027,0.201,1.0216,0.0293,0.02239,0.0217,0.0433,1.0
10,10.026,0.2,1.0215,0.02922,0.02231,0.0216,0.0433,1.0
11,10.009,0.201,1.0203,0.02925,0.02232,0.0216,0.0435,1.0
12,10.047,0.2,1.0228,0.02936,0.02246,0.0217,0.0431,1.0
13,10.014,0.2,1.021,0.02902,0.0221,0.0215,0.0431,1.0
14,9.962,0.199,1.0175,0.02875,0.0218,0.0211,0.0435,1.0
