,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,5.043,0.2,0.6402,0.01284,0.00571,-0.0099,0.2139,1.0
1,5.01,0.199,0.6378,0.01271,0.00563,-0.0102,0.2162,1.0
2,5.01,0.2,0.6378,0.01273,0.00565,-0.0101,0.2167,1.0
3,5.024,0.201,0.6389,0.01279,0.00569,-0.01,0.2155,1.0
4,5.058,0.199,0.6416,0.01281,0.0057,-0.0099,0.2109,1.0
5,5.066,0.199,0.6425,0.0128,0.00569,-0.0099,0.2094,1.0
6,4.937,0.201,0.6318,0.01263,0.00558,-0.0105,0.2264,1.0
7,4.94,0.201,0.6323,0.01259,0.00556,-0.0105,0.2249,1.0
8,4.962,0.201,0.6339,0.01266,0.00561,-0.0104,0.2231,1.0
9,4.958,0.201,0.6336,0.01266,0.0056,-0.0104,0.2235,1.0
10,5.077,0.201,0.6436,0.01284,0.00574,-0.0098,0.208,1.0
11,4.956,0.2,0.6333,0.01265,0.0056,-0.0104,0.2241,1.0
12,4.979,0.201,0.6353,0.01271,0.00564,-0.0103,0.2214,1.0
13,5.03,0.2,0.6393,0.0128,0.00569,-0.01,0.2149,1.0
14,5.026,0.199,0.6388,0.01278,0.00568,-0.01,0.2155,1.0
