,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,1.973,0.199,0.2628,0.00966,0.00432,-0.0024,0.6584,0.965
1,1.983,0.199,0.2658,0.00972,0.00436,-0.0028,0.6585,0.9661
2,1.994,0.201,0.2669,0.00971,0.00435,-0.0027,0.6564,0.9662
3,1.951,0.2,0.2604,0.00967,0.00434,-0.0024,0.6618,0.9646
4,2.019,0.199,0.2701,0.00972,0.00435,-0.0028,0.6529,0.9673
5,1.952,0.201,0.262,0.00972,0.00438,-0.0027,0.6626,0.9652
6,1.942,0.199,0.2596,0.00968,0.00435,-0.0025,0.6637,0.9646
7,1.948,0.2,0.2608,0.00969,0.00436,-0.0026,0.6628,0.9648
8,2.029,0.199,0.2715,0.00973,0.00436,-0.0028,0.6518,0.9679
9,2.003,0.2,0.2678,0.0097,0.00434,-0.0027,0.6548,0.9664
10,1.96,0.201,0.2615,0.00967,0.00433,-0.0024,0.6602,0.9647
11,1.986,0.199,0.265,0.00968,0.00433,-0.0025,0.6571,0.9656
12,2.031,0.2,0.2723,0.00976,0.00438,-0.0029,0.6521,0.9684
13,1.972,0.2,0.264,0.0097,0.00435,-0.0027,0.6594,0.9655
14,1.931,0.201,0.2579,0.00967,0.00435,-0.0024,0.6648,0.9641
