,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,17.935,0.2,0.5281,0.18331,0.18006,-0.0175,0.0458,1.0
1,18.008,0.199,0.5316,0.18433,0.18106,-0.0175,0.0458,1.0
2,18.079,0.2,0.5171,0.18484,0.18159,-0.0204,0.0446,1.0
3,18.035,0.199,0.5268,0.18438,0.18111,-0.0184,0.0457,1.0
4,18.017,0.201,0.5312,0.18444,0.18117,-0.0176,0.0458,1.0
5,18.037,0.199,0.5289,0.18451,0.18124,-0.0181,0.0458,1.0
6,17.934,0.2,0.536,0.18374,0.18047,-0.0164,0.0459,1.0
7,18.047,0.2,0.5262,0.18451,0.18124,-0.0185,0.0457,1.0
8,18.066,0.2,0.5239,0.18464,0.18138,-0.019,0.0456,1.0
9,18.046,0.2,0.5196,0.18438,0.18112,-0.0197,0.0453,1.0
10,18.063,0.2,0.5221,0.18458,0.18131,-0.0193,0.0455,1.0
11,17.921,0.199,0.5344,0.18348,0.18022,-0.0166,0.0459,1.0
12,18.049,0.2,0.5221,0.18443,0.18116,-0.0192,0.0455,1.0
13,17.928,0.2,0.5299,0.18333,0.18008,-0.0172,0.0458,1.0
14,18.059,0.199,0.5175,0.18456,0.18131,-0.0202,0.0449,1.0
