,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,15.969,0.2,253890,1.6759,0.10729,0.10164,-0.1306,0.1162,1.0
1,16.064,0.198,247179,1.668,0.10938,0.10371,-0.1305,0.1121,1.0
2,16.03,0.198,251807,1.6703,0.10866,0.10299,-0.1306,0.1123,1.0
3,16.016,0.198,248677,1.6728,0.10812,0.10246,-0.1305,0.1154,1.0
4,15.988,0.201,249890,1.6746,0.10776,0.10212,-0.1305,0.1168,1.0
5,15.934,0.198,253499,1.6806,0.10605,0.10041,-0.1306,0.1198,1.0
6,16.054,0.198,248072,1.6688,0.10915,0.10348,-0.1305,0.1124,1.0
7,15.986,0.201,249895,1.6749,0.10769,0.10205,-0.1305,0.1171,1.0
8,15.966,0.199,246545,1.6788,0.10673,0.1011,-0.1304,0.1211,1.0
9,15.923,0.202,253716,1.6806,0.10623,0.1006,-0.1306,0.1203,1.0
