,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,13.923,0.198,250768,1.9216,0.05371,0.04869,-0.1427,0.3063,1.0
1,14.037,0.198,245686,1.9122,0.05582,0.05078,-0.1414,0.3009,1.0
2,14.02,0.198,251156,1.9134,0.05553,0.05049,-0.1417,0.2978,1.0
3,13.944,0.199,253453,1.9191,0.05422,0.04918,-0.1425,0.3027,1.0
4,13.996,0.201,246350,1.915,0.05532,0.0503,-0.1417,0.3034,1.0
5,14.019,0.199,246465,1.9134,0.05558,0.05054,-0.1415,0.3018,1.0
6,14.058,0.2,249062,1.9101,0.0564,0.05138,-0.1412,0.2957,1.0
7,13.986,0.2,246217,1.916,0.05504,0.05003,-0.1419,0.3042,1.0
8,13.933,0.2,253935,1.9197,0.05412,0.04908,-0.1425,0.3031,1.0
9,14.067,0.203,253729,1.9078,0.05694,0.0519,-0.141,0.2909,1.0
