,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,15.016,0.198,252467,1.7977,0.0797,0.07439,-0.1332,0.2029,1.0
1,15.031,0.2,251336,1.7956,0.08028,0.07497,-0.1331,0.2023,1.0
2,14.928,0.197,254016,1.8088,0.07726,0.07196,-0.1338,0.2094,1.0
3,15.035,0.202,250249,1.795,0.08053,0.07523,-0.133,0.2026,1.0
4,15.066,0.202,252529,1.79,0.08152,0.0762,-0.1328,0.198,1.0
5,14.928,0.201,247532,1.8102,0.07735,0.07209,-0.1336,0.2148,1.0
6,14.993,0.199,247922,1.8026,0.07888,0.0736,-0.1332,0.2081,1.0
7,15.079,0.202,248932,1.7898,0.08168,0.07637,-0.1327,0.1996,1.0
8,14.97,0.202,252824,1.8024,0.07889,0.0736,-0.1334,0.2062,1.0
9,14.976,0.199,246941,1.8051,0.07837,0.0731,-0.1333,0.2105,1.0
