,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,16.96,0.202,247002,1.5953,0.1317,0.12577,-0.1324,0.0625,1.0
1,16.989,0.202,247172,1.5941,0.13227,0.12633,-0.1325,0.0616,1.0
2,17.068,0.2,253674,1.5929,0.1334,0.12749,-0.1327,0.0577,1.0
3,17.008,0.2,252323,1.5949,0.13229,0.12637,-0.1325,0.0596,1.0
4,16.926,0.199,250168,1.5978,0.13066,0.12473,-0.1323,0.0627,1.0
5,16.966,0.198,248105,1.5956,0.13143,0.12548,-0.1323,0.0622,1.0
6,16.927,0.2,247348,1.5978,0.13073,0.1248,-0.1322,0.0633,1.0
7,17.057,0.197,254865,1.5941,0.13287,0.12695,-0.1326,0.0578,1.0
8,16.923,0.201,246248,1.5978,0.13075,0.12482,-0.1322,0.0637,1.0
9,16.996,0.202,252087,1.595,0.13228,0.12637,-0.1326,0.06,1.0
