,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,18.067,0.199,248005,1.5695,0.15025,0.1444,-0.1359,0.0421,1.0
1,18.011,0.201,247685,1.569,0.14973,0.14387,-0.1358,0.0429,1.0
2,18.073,0.199,254239,1.5713,0.15013,0.14432,-0.136,0.0412,1.0
3,18.036,0.202,250698,1.57,0.15003,0.1442,-0.1359,0.0421,1.0
4,17.937,0.199,254349,1.5711,0.14832,0.14246,-0.1356,0.0428,1.0
5,17.961,0.202,253829,1.5708,0.14894,0.1431,-0.1358,0.0426,1.0
6,17.935,0.2,248212,1.5686,0.14869,0.14278,-0.1356,0.0437,1.0
7,18.043,0.198,253252,1.5711,0.14967,0.14384,-0.1359,0.0417,1.0
8,17.99,0.201,253541,1.5708,0.14924,0.1434,-0.1358,0.0422,1.0
9,17.943,0.199,251518,1.5701,0.14853,0.14265,-0.1356,0.0431,1.0
