,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,6.064,0.203,254650,1.6529,0.0194,0.01193,-0.2166,0.5131,1.0
1,6.042,0.199,251671,1.6512,0.01942,0.01191,-0.217,0.5145,1.0
2,5.993,0.197,247187,1.6494,0.01947,0.01186,-0.2178,0.5165,1.0
3,5.961,0.201,250526,1.6456,0.01935,0.01179,-0.2175,0.5158,1.0
4,6.012,0.2,254071,1.6479,0.0193,0.01181,-0.2169,0.5142,1.0
5,6.032,0.198,249822,1.651,0.01946,0.01191,-0.2172,0.5152,1.0
6,6.069,0.198,248477,1.6546,0.01956,0.01202,-0.2171,0.5152,1.0
7,5.964,0.201,246185,1.6486,0.01951,0.01187,-0.2181,0.5169,1.0
8,5.936,0.202,252209,1.643,0.01926,0.01172,-0.2175,0.5156,1.0
9,5.957,0.203,245629,1.6489,0.01954,0.01189,-0.2182,0.5171,1.0
