,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,1.95,0.199,252389,1.2243,0.01544,0.00721,-0.2211,0.5734,0.2943
1,1.946,0.198,250895,1.2237,0.01547,0.00723,-0.2211,0.574,0.2945
2,1.929,0.2,245003,1.2228,0.01562,0.00734,-0.2213,0.5763,0.2943
3,1.963,0.197,253300,1.2252,0.01541,0.00719,-0.221,0.573,0.2964
4,1.967,0.202,254372,1.2267,0.01541,0.0072,-0.2211,0.5722,0.2956
5,2.014,0.2,252481,1.2314,0.01546,0.00725,-0.2211,0.572,0.3049
6,1.949,0.198,253512,1.2239,0.0154,0.00718,-0.2211,0.5731,0.2937
7,2.039,0.199,249510,1.234,0.01554,0.00732,-0.2212,0.5726,0.3113
8,2.071,0.199,251431,1.2375,0.0155,0.0073,-0.2211,0.5714,0.3168
9,1.966,0.197,247341,1.2259,0.01556,0.0073,-0.2212,0.5749,0.3001
