,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,8.064,0.198,252929,1.8422,0.02274,0.01569,-0.2119,0.4892,1.0
1,8.045,0.201,248795,1.8392,0.02298,0.01593,-0.2116,0.4902,1.0
2,7.953,0.202,245005,1.829,0.02306,0.01597,-0.2116,0.4921,1.0
3,8.04,0.201,250730,1.8395,0.02287,0.01581,-0.2117,0.4898,1.0
4,8.007,0.2,245379,1.8337,0.0231,0.01603,-0.2115,0.4915,1.0
5,8.058,0.2,245198,1.8387,0.02319,0.01613,-0.2114,0.4909,1.0
6,8.003,0.199,248971,1.8342,0.02288,0.01581,-0.2116,0.4907,1.0
7,7.945,0.201,251118,1.8297,0.0227,0.01563,-0.2118,0.4908,1.0
8,8.045,0.2,251361,1.84,0.02282,0.01577,-0.2118,0.4896,1.0
9,7.966,0.201,254152,1.833,0.02257,0.01551,-0.2119,0.4898,1.0
