,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,9.952,0.201,253706,1.9718,0.02633,0.01997,-0.198,0.4591,1.0
1,10.023,0.2,245105,1.9735,0.02697,0.02061,-0.1972,0.4597,1.0
2,9.924,0.203,254864,1.9708,0.02629,0.01993,-0.1982,0.4595,1.0
3,9.995,0.201,251446,1.9739,0.0265,0.02013,-0.1975,0.4586,1.0
4,10.07,0.2,253146,1.9827,0.02625,0.01984,-0.1975,0.4557,1.0
5,9.989,0.197,248212,1.972,0.02665,0.02027,-0.1977,0.4599,1.0
6,9.971,0.202,248497,1.972,0.02674,0.02038,-0.1977,0.4601,1.0
7,10.009,0.203,248331,1.9741,0.02679,0.02042,-0.1972,0.459,1.0
8,9.921,0.198,247062,1.9706,0.02669,0.0203,-0.1988,0.4621,1.0
9,10.039,0.198,254584,1.9792,0.02614,0.01975,-0.1976,0.4564,1.0
