,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,10.93,0.199,245207,2.0062,0.02836,0.02215,-0.1857,0.4363,1.0
1,11.061,0.203,253772,1.9931,0.02895,0.02294,-0.1812,0.4311,1.0
2,11.001,0.201,248234,1.9982,0.02877,0.02267,-0.1831,0.434,1.0
3,10.998,0.199,246994,1.9994,0.02872,0.0226,-0.1835,0.4344,1.0
4,11.071,0.2,250201,1.9943,0.02902,0.02299,-0.1814,0.4319,1.0
5,10.998,0.2,250058,1.997,0.02867,0.02259,-0.183,0.4337,1.0
6,11.024,0.202,252364,1.9946,0.0288,0.02276,-0.1821,0.4324,1.0
7,11.041,0.203,252065,1.9943,0.02892,0.02289,-0.1817,0.432,1.0
8,10.986,0.202,251119,1.9967,0.02865,0.02257,-0.183,0.4337,1.0
9,11.06,0.199,253193,1.9934,0.02883,0.02281,-0.1815,0.4315,1.0
