,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,20.044,0.202,246444,1.6014,0.17023,0.1647,-0.1402,0.0269,1.0
1,19.96,0.199,247217,1.5987,0.16938,0.16382,-0.1399,0.0273,1.0
2,20.027,0.198,248676,1.6003,0.16994,0.1644,-0.1402,0.0268,1.0
3,19.972,0.198,253444,1.5985,0.16972,0.1642,-0.1403,0.0268,1.0
4,20.059,0.198,251007,1.601,0.1703,0.16477,-0.1404,0.0265,1.0
5,19.946,0.2,254974,1.5978,0.16975,0.16423,-0.1404,0.0268,1.0
6,20.019,0.202,250335,1.6003,0.17024,0.16472,-0.1404,0.0267,1.0
7,19.983,0.201,245279,1.5998,0.16958,0.16403,-0.1399,0.0273,1.0
8,19.974,0.198,246025,1.5992,0.16936,0.1638,-0.1399,0.0273,1.0
9,20.008,0.202,253399,1.5999,0.17031,0.1648,-0.1405,0.0266,1.0
