,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,-0.057,0.2,0.8052,0.01284,0.00492,-0.178,0.6601,0.2094
1,-0.001,0.2,0.8117,0.01288,0.00493,-0.1781,0.6588,0.2158
2,0.048,0.201,0.8169,0.01285,0.00495,-0.178,0.6563,0.2202
3,-0.037,0.2,0.8074,0.0129,0.00496,-0.178,0.6601,0.2123
4,-0.05,0.201,0.8063,0.01283,0.00491,-0.1781,0.6596,0.21
5,-0.072,0.2,0.8035,0.01282,0.00492,-0.178,0.6604,0.2077
6,0.001,0.2,0.8119,0.01282,0.00489,-0.178,0.6577,0.2152
7,-0.006,0.2,0.8111,0.01281,0.00488,-0.178,0.6576,0.2143
8,0.075,0.201,0.8197,0.01287,0.00497,-0.178,0.6554,0.2233
9,0.01,0.199,0.8128,0.01286,0.00492,-0.178,0.6583,0.2169
10,0.034,0.199,0.8152,0.01286,0.00494,-0.178,0.6575,0.2193
11,0.048,0.2,0.8167,0.01284,0.00494,-0.178,0.6563,0.2203
12,0.064,0.201,0.8184,0.01279,0.00491,-0.1779,0.6543,0.2209
13,-0.049,0.199,0.8062,0.01279,0.00488,-0.178,0.6593,0.2099
14,-0.046,0.2,0.8063,0.01288,0.00496,-0.178,0.6603,0.2112
