,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,16.975,0.199,1.4964,0.12175,0.11563,-0.0976,0.04,1.0
1,17.05,0.2,1.4974,0.12271,0.11663,-0.0977,0.0395,1.0
2,16.993,0.2,1.497,0.12205,0.11595,-0.0977,0.0397,1.0
3,16.989,0.199,1.4968,0.1219,0.11578,-0.0976,0.0398,1.0
4,17.049,0.2,1.4974,0.1227,0.11663,-0.0977,0.0394,1.0
5,17.033,0.2,1.4973,0.12251,0.11643,-0.0977,0.0395,1.0
6,17.037,0.2,1.4967,0.12255,0.11643,-0.0975,0.0398,1.0
7,17.076,0.2,1.4971,0.123,0.1169,-0.0975,0.0396,1.0
8,17.052,0.201,1.497,0.12281,0.11671,-0.0976,0.0396,1.0
9,16.975,0.201,1.496,0.12201,0.1159,-0.0976,0.0403,1.0
10,16.992,0.199,1.4969,0.12194,0.11583,-0.0976,0.0398,1.0
11,17.065,0.199,1.497,0.12279,0.11668,-0.0975,0.0396,1.0
12,17.013,0.201,1.4963,0.12235,0.11622,-0.0975,0.0399,1.0
13,16.923,0.2,1.4964,0.12134,0.11525,-0.0977,0.0407,1.0
14,16.969,0.199,1.4964,0.12175,0.11563,-0.0976,0.0402,1.0
