,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,14.02,0.2,1.5952,0.07075,0.06425,-0.0983,0.0933,1.0
1,14.004,0.2,1.5965,0.0704,0.06389,-0.0983,0.0942,1.0
2,14.033,0.199,1.5944,0.07094,0.06443,-0.0983,0.0927,1.0
3,13.936,0.201,1.6014,0.06905,0.06255,-0.0986,0.0967,1.0
4,14.08,0.2,1.5901,0.07212,0.06561,-0.0982,0.0901,1.0
5,13.956,0.201,1.5998,0.06947,0.06297,-0.0985,0.0966,1.0
6,13.95,0.2,1.6006,0.06924,0.06274,-0.0985,0.0965,1.0
7,14.073,0.2,1.5907,0.07197,0.06545,-0.0982,0.0902,1.0
8,14.024,0.199,1.5951,0.07076,0.06425,-0.0983,0.0925,1.0
9,13.991,0.2,1.5975,0.07011,0.0636,-0.0984,0.0949,1.0
10,13.931,0.199,1.6022,0.06874,0.06224,-0.0986,0.0989,1.0
11,13.947,0.201,1.6005,0.06927,0.06277,-0.0985,0.0971,1.0
12,13.964,0.2,1.5996,0.06953,0.06302,-0.0984,0.0967,1.0
13,13.993,0.201,1.597,0.07025,0.06375,-0.0983,0.0954,1.0
14,14.063,0.2,1.5916,0.07174,0.06523,-0.0982,0.0906,1.0
