,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,13.074,0.2,1.6832,0.04982,0.04356,-0.1037,0.1688,1.0
1,13.026,0.2,1.6877,0.04885,0.04261,-0.1041,0.1725,1.0
2,13.039,0.201,1.6862,0.0492,0.04295,-0.104,0.1713,1.0
3,13.033,0.201,1.6864,0.04912,0.04288,-0.104,0.1708,1.0
4,12.99,0.2,1.6914,0.04809,0.04187,-0.1045,0.1772,1.0
5,12.966,0.2,1.6935,0.04763,0.04141,-0.1047,0.18,1.0
6,12.955,0.201,1.6945,0.04747,0.04126,-0.1048,0.1811,1.0
7,12.947,0.2,1.6949,0.04729,0.04108,-0.1049,0.1809,1.0
8,13.043,0.201,1.6862,0.04924,0.043,-0.1039,0.1717,1.0
9,13.012,0.201,1.6893,0.04859,0.04236,-0.1042,0.175,1.0
10,12.942,0.2,1.6957,0.04716,0.04095,-0.1049,0.1816,1.0
11,12.943,0.2,1.6956,0.04719,0.04098,-0.1049,0.1814,1.0
12,13.059,0.2,1.6854,0.04943,0.04319,-0.1038,0.1713,1.0
13,12.978,0.199,1.693,0.04775,0.04153,-0.1046,0.1797,1.0
14,13.011,0.2,1.6899,0.04847,0.04224,-0.1042,0.176,1.0
