,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,9.035,0.201,1.7199,0.0206,0.01411,-0.1572,0.4423,1.0
1,9.018,0.2,1.719,0.02054,0.01405,-0.1575,0.4428,1.0
2,9.035,0.201,1.7197,0.02057,0.01409,-0.1572,0.442,1.0
3,9.049,0.201,1.7206,0.02065,0.01416,-0.157,0.442,1.0
4,9.08,0.201,1.7208,0.02058,0.01411,-0.1564,0.44,1.0
5,8.966,0.2,1.7187,0.02052,0.01399,-0.1585,0.4453,1.0
6,8.985,0.199,1.7177,0.02044,0.01394,-0.158,0.4439,1.0
7,9.042,0.2,1.7192,0.02051,0.01404,-0.157,0.4414,1.0
8,8.927,0.201,1.7179,0.02042,0.01387,-0.1591,0.4463,1.0
9,9.052,0.2,1.7199,0.02057,0.01409,-0.1569,0.4414,1.0
10,8.923,0.2,1.7195,0.02051,0.01392,-0.1595,0.4474,1.0
11,8.988,0.199,1.7193,0.02059,0.01406,-0.1582,0.445,1.0
12,8.991,0.2,1.718,0.02046,0.01397,-0.1578,0.4435,1.0
13,8.987,0.201,1.7184,0.02049,0.01399,-0.1579,0.4438,1.0
14,9.006,0.2,1.7192,0.02057,0.01407,-0.1578,0.4437,1.0
