,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,3.003,0.199,1.1329,0.01326,0.00621,-0.1742,0.5699,1.0
1,2.985,0.201,1.1314,0.01324,0.00619,-0.1742,0.57,1.0
2,3.003,0.199,1.1329,0.01326,0.00621,-0.1742,0.57,1.0
3,2.986,0.2,1.1313,0.01324,0.00619,-0.1742,0.5702,1.0
4,2.959,0.201,1.1286,0.01322,0.00618,-0.1743,0.5707,1.0
5,3.015,0.199,1.1342,0.01327,0.00621,-0.1742,0.5696,1.0
6,2.981,0.2,1.1309,0.01332,0.00624,-0.1743,0.5714,1.0
7,3.066,0.199,1.1397,0.01332,0.00626,-0.1741,0.5686,1.0
8,2.977,0.2,1.1304,0.01325,0.0062,-0.1742,0.5706,1.0
9,2.974,0.2,1.1301,0.01331,0.00623,-0.1743,0.5716,1.0
10,3.078,0.199,1.141,0.01335,0.00628,-0.1741,0.5686,1.0
11,2.933,0.2,1.1257,0.01322,0.00617,-0.1743,0.5719,1.0
12,3.039,0.2,1.137,0.01334,0.00627,-0.1742,0.5696,1.0
13,3.021,0.199,1.1349,0.01331,0.00624,-0.1742,0.57,1.0
14,3.019,0.199,1.1347,0.0133,0.00624,-0.1742,0.57,1.0
