,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,8.012,0.201,1.6564,0.01965,0.01293,-0.1672,0.4778,1.0
1,8.043,0.201,1.6587,0.01972,0.01302,-0.167,0.4772,1.0
2,8.0,0.199,1.6546,0.01955,0.01283,-0.1672,0.4777,1.0
3,7.954,0.201,1.6517,0.01949,0.01275,-0.1675,0.4785,1.0
4,7.928,0.199,1.6499,0.01946,0.01268,-0.1678,0.4794,1.0
5,8.013,0.2,1.6558,0.01958,0.01287,-0.1671,0.4774,1.0
6,8.046,0.2,1.6585,0.01968,0.01298,-0.1669,0.477,1.0
7,7.961,0.2,1.6528,0.01958,0.01281,-0.1676,0.4791,1.0
8,7.974,0.2,1.6541,0.01964,0.01287,-0.1676,0.4791,1.0
9,8.013,0.2,1.6567,0.01971,0.01297,-0.1673,0.4783,1.0
10,8.045,0.199,1.6579,0.01962,0.01293,-0.1669,0.4767,1.0
11,8.004,0.2,1.6563,0.01971,0.01296,-0.1674,0.4786,1.0
12,8.068,0.2,1.6605,0.01978,0.01308,-0.1669,0.477,1.0
13,7.999,0.2,1.6554,0.01965,0.01291,-0.1673,0.4784,1.0
14,7.991,0.2,1.6542,0.01955,0.01283,-0.1672,0.4779,1.0
