,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,1.073,0.2,0.438,0.00903,0.00367,-0.0661,0.717,1.0
1,0.932,0.2,0.4247,0.00904,0.00372,-0.0666,0.7292,1.0
2,0.935,0.201,0.4251,0.00904,0.00372,-0.0666,0.7286,1.0
3,0.948,0.199,0.4254,0.00899,0.00369,-0.0664,0.7262,0.9998
4,0.956,0.2,0.4269,0.00902,0.0037,-0.0665,0.7261,1.0
5,1.006,0.201,0.4317,0.00899,0.00367,-0.0663,0.7208,1.0
6,0.97,0.199,0.4281,0.00904,0.00371,-0.0665,0.7259,1.0
7,1.007,0.199,0.4316,0.00903,0.0037,-0.0664,0.7224,1.0
8,0.992,0.2,0.4303,0.00905,0.00371,-0.0664,0.7242,1.0
9,1.029,0.199,0.4337,0.00904,0.0037,-0.0663,0.7212,1.0
10,0.966,0.2,0.4278,0.009,0.00369,-0.0665,0.7246,1.0
11,0.995,0.201,0.4307,0.00901,0.00369,-0.0664,0.7224,1.0
12,1.059,0.199,0.4366,0.00902,0.00367,-0.0662,0.7182,1.0
13,0.946,0.2,0.426,0.00905,0.00372,-0.0666,0.728,1.0
14,1.063,0.2,0.437,0.009,0.00365,-0.0661,0.7171,1.0
