,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,3.934,0.2,0.7135,0.01065,0.00438,-0.0551,0.5282,1.0
1,4.002,0.2,0.72,0.01068,0.00441,-0.0549,0.5228,1.0
2,4.01,0.2,0.7208,0.01066,0.0044,-0.0548,0.5217,1.0
3,3.93,0.201,0.7133,0.01064,0.00437,-0.0552,0.5281,1.0
4,4.008,0.199,0.7204,0.01064,0.00438,-0.0548,0.5215,1.0
5,4.01,0.199,0.7207,0.0107,0.00442,-0.0548,0.5228,1.0
6,3.955,0.199,0.7154,0.01059,0.00435,-0.055,0.525,1.0
7,3.952,0.2,0.7152,0.0106,0.00435,-0.0551,0.5252,1.0
8,4.062,0.2,0.7257,0.01069,0.00441,-0.0546,0.5179,1.0
9,4.063,0.2,0.7258,0.01071,0.00442,-0.0546,0.5184,1.0
10,4.059,0.201,0.7256,0.01074,0.00444,-0.0546,0.5193,1.0
11,4.005,0.201,0.7205,0.01069,0.00442,-0.0548,0.5227,1.0
12,3.992,0.201,0.7192,0.01063,0.00438,-0.0549,0.5223,1.0
13,4.027,0.2,0.7224,0.01071,0.00443,-0.0547,0.5216,1.0
14,3.985,0.199,0.7182,0.01065,0.00439,-0.0549,0.5238,1.0
