,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,4.961,0.2,0.812,0.01146,0.00504,-0.0509,0.4547,1.0
1,5.034,0.2,0.8188,0.01155,0.00509,-0.0505,0.4498,1.0
2,5.046,0.2,0.82,0.01157,0.00511,-0.0505,0.4492,1.0
3,4.955,0.2,0.8115,0.0115,0.00507,-0.0509,0.4565,1.0
4,5.064,0.199,0.8215,0.01162,0.00514,-0.0504,0.4488,1.0
5,4.975,0.199,0.8132,0.0115,0.00506,-0.0508,0.4546,1.0
6,4.93,0.2,0.8091,0.01148,0.00505,-0.051,0.4585,1.0
7,5.045,0.2,0.8198,0.01159,0.00511,-0.0505,0.4496,1.0
8,4.969,0.201,0.813,0.01155,0.0051,-0.0508,0.4559,1.0
9,4.976,0.199,0.8132,0.01149,0.00506,-0.0508,0.4542,1.0
10,5.053,0.2,0.8207,0.01159,0.00512,-0.0505,0.4489,1.0
11,5.032,0.199,0.8184,0.01156,0.00509,-0.0506,0.4504,1.0
12,5.0,0.2,0.8156,0.01151,0.00506,-0.0507,0.4521,1.0
13,5.043,0.2,0.8196,0.01159,0.00511,-0.0505,0.4499,1.0
