,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,2.988,0.2,0.6223,0.0099,0.00386,-0.0589,0.5865,1.0
1,3.024,0.2,0.6258,0.00997,0.00391,-0.0588,0.5855,1.0
2,2.948,0.2,0.6185,0.00991,0.00388,-0.0591,0.5903,1.0
3,2.925,0.2,0.6162,0.00985,0.00384,-0.0592,0.5903,1.0
4,2.983,0.201,0.622,0.00991,0.00387,-0.059,0.5872,1.0
5,3.022,0.201,0.6257,0.00993,0.00388,-0.0588,0.5846,1.0
6,3.023,0.199,0.6256,0.00997,0.00391,-0.0588,0.5859,1.0
7,3.036,0.201,0.6271,0.00998,0.00391,-0.0588,0.5848,1.0
8,3.065,0.199,0.6296,0.00996,0.00389,-0.0586,0.5822,1.0
9,2.953,0.199,0.6188,0.00994,0.00389,-0.0591,0.5907,1.0
10,2.999,0.199,0.6232,0.00992,0.00388,-0.0589,0.5865,1.0
11,3.064,0.2,0.6297,0.01001,0.00393,-0.0587,0.5836,1.0
12,2.95,0.2,0.6186,0.00988,0.00385,-0.0591,0.5891,1.0
13,2.927,0.2,0.6165,0.00992,0.00388,-0.0592,0.5922,1.0
14,2.988,0.201,0.6224,0.0099,0.00386,-0.0589,0.5864,1.0
